Uniq_id,Username,Score,Review
82d8a9a627e55ba97a1051068c9823e7,txab2133,0,Comfortable and lightweight material for summer wear. Love the button accent.
82d8a9a627e55ba97a1051068c9823e7,pbqp2433,1,I was disappointed in the quality upon closer inspection at home.
82d8a9a627e55ba97a1051068c9823e7,wlfl2311,0,I love Alfred Dunner pants and capris. These have more room in the hip and thigh area than other brands. I can wear a size 10 instead of a 12 because of this.
82d8a9a627e55ba97a1051068c9823e7,upwm2343,3,These Capris are so comfortable and fit great on me as I am a plus size. They are also nice enough to wear at my office.
7b16da6eaeca0ae2d107e712cfe5141d,vmhm1311,0,"These capris are very comfortable, with just the right amount of spandex for stretch. I love the cute cuff on the bottom. I bought these for vacation to go with the Lime Green Sao Paolo top. Look very cute, and dressier than just a tee and jeans.Love me some Dunner !"
7b16da6eaeca0ae2d107e712cfe5141d,jign4433,2,Comfortable and lightweight material for summer wear. Love the button accent.
7b16da6eaeca0ae2d107e712cfe5141d,owep1423,4,I was disappointed in the quality upon closer inspection at home.
7b16da6eaeca0ae2d107e712cfe5141d,hqju3112,5,I love Alfred Dunner pants and capris. These have more room in the hip and thigh area than other brands. I can wear a size 10 instead of a 12 because of this.
7b16da6eaeca0ae2d107e712cfe5141d,mout3143,1,These Capris are so comfortable and fit great on me as I am a plus size. They are also nice enough to wear at my office.
dc414a69fee993fd20d74a979dfea23d,vdgj1322,2,"These capris are very comfortable, with just the right amount of spandex for stretch. I love the cute cuff on the bottom. I bought these for vacation to go with the Lime Green Sao Paolo top. Look very cute, and dressier than just a tee and jeans.Love me some Dunner !"
dc414a69fee993fd20d74a979dfea23d,juke2431,2,Comfortable and lightweight material for summer wear. Love the button accent.
dc414a69fee993fd20d74a979dfea23d,bhpg4141,1,I was disappointed in the quality upon closer inspection at home.
dc414a69fee993fd20d74a979dfea23d,urcy2423,1,I love Alfred Dunner pants and capris. These have more room in the hip and thigh area than other brands. I can wear a size 10 instead of a 12 because of this.
dc414a69fee993fd20d74a979dfea23d,uazk1321,0,These Capris are so comfortable and fit great on me as I am a plus size. They are also nice enough to wear at my office.
8149f96381ad38bc848c1c12b7ad3228,katd4322,4,I love the way these capri pants look and feel. The material is very nice.
8149f96381ad38bc848c1c12b7ad3228,esct3422,0,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
ca3aed29b3601cfa80af58a05997dde4,kbip3442,0,I love the way these capri pants look and feel. The material is very nice.
ca3aed29b3601cfa80af58a05997dde4,wosk1343,1,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
9c2bfcff2dff4ce8dd8699619c2b61ec,zpcm1313,2,I love the way these capri pants look and feel. The material is very nice.
9c2bfcff2dff4ce8dd8699619c2b61ec,qxab4413,1,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
e498aa2384360f0787701fe4ed07d8d7,hbir3342,5,I love the way these capri pants look and feel. The material is very nice.
e498aa2384360f0787701fe4ed07d8d7,ihyg3221,2,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
fbca0b12f075c2c299ab789b76384ec9,pxzg3323,2,I love the way these capri pants look and feel. The material is very nice.
fbca0b12f075c2c299ab789b76384ec9,hrkt3212,2,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
0bd52529aabbb72259a9b22d38a0f4a6,ymnq2442,2,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
4cf14c20198ed2878bb4ac0519bded7a,augl4213,3,"It was my mother in laws birthday top this holiday. The detail are always nice on the Dunner products and washes very well. The only thing on this one, it seems to be a little smaller than most of the tops I have purchased in the past. Do Not buy smaller! This top is not fuller as normal. 1X was perfect not the XL."
d18479624a12f51d651bb2492243b0c7,jyen2411,1,"These capris are very comfortable, with just the right amount of spandex for stretch. I love the cute cuff on the bottom. I bought these for vacation to go with the Lime Green Sao Paolo top. Look very cute, and dressier than just a tee and jeans.Love me some Dunner !"
d18479624a12f51d651bb2492243b0c7,twxv3343,0,This top is so comfortable and flattering. I get compliments on how good I look wearing it!
d18479624a12f51d651bb2492243b0c7,kljm3131,2,Comfortable and lightweight material for summer wear. Love the button accent.
d18479624a12f51d651bb2492243b0c7,vctb1134,1,I was disappointed in the quality upon closer inspection at home.
d18479624a12f51d651bb2492243b0c7,nedv3242,1,I love Alfred Dunner pants and capris. These have more room in the hip and thigh area than other brands. I can wear a size 10 instead of a 12 because of this.
d18479624a12f51d651bb2492243b0c7,qvhr2231,0,"The color and pattern is so summery, and the shape flatters my figure."
d18479624a12f51d651bb2492243b0c7,yzht1411,3,These Capris are so comfortable and fit great on me as I am a plus size. They are also nice enough to wear at my office.
4f6d3fcd5d7a7da811cca969e074db52,iwfu4341,3,"These capris are very comfortable, with just the right amount of spandex for stretch. I love the cute cuff on the bottom. I bought these for vacation to go with the Lime Green Sao Paolo top. Look very cute, and dressier than just a tee and jeans.Love me some Dunner !"
4f6d3fcd5d7a7da811cca969e074db52,yfuu3423,3,This top is so comfortable and flattering. I get compliments on how good I look wearing it!
4f6d3fcd5d7a7da811cca969e074db52,zgjh3114,3,Comfortable and lightweight material for summer wear. Love the button accent.
4f6d3fcd5d7a7da811cca969e074db52,linr3223,5,I was disappointed in the quality upon closer inspection at home.
4f6d3fcd5d7a7da811cca969e074db52,tlwm3342,4,I love Alfred Dunner pants and capris. These have more room in the hip and thigh area than other brands. I can wear a size 10 instead of a 12 because of this.
4f6d3fcd5d7a7da811cca969e074db52,cgid3321,5,"The color and pattern is so summery, and the shape flatters my figure."
4f6d3fcd5d7a7da811cca969e074db52,nrnj1112,2,These Capris are so comfortable and fit great on me as I am a plus size. They are also nice enough to wear at my office.
40a2c1b7e4da323970d7568fbbbf1797,aypg4323,0,"These capris are very comfortable, with just the right amount of spandex for stretch. I love the cute cuff on the bottom. I bought these for vacation to go with the Lime Green Sao Paolo top. Look very cute, and dressier than just a tee and jeans.Love me some Dunner !"
40a2c1b7e4da323970d7568fbbbf1797,tbsg2412,3,This top is so comfortable and flattering. I get compliments on how good I look wearing it!
40a2c1b7e4da323970d7568fbbbf1797,svkb2211,0,Comfortable and lightweight material for summer wear. Love the button accent.
40a2c1b7e4da323970d7568fbbbf1797,dtwa4431,0,I was disappointed in the quality upon closer inspection at home.
40a2c1b7e4da323970d7568fbbbf1797,uazk1321,0,I love Alfred Dunner pants and capris. These have more room in the hip and thigh area than other brands. I can wear a size 10 instead of a 12 because of this.
40a2c1b7e4da323970d7568fbbbf1797,gfxp4134,2,"The color and pattern is so summery, and the shape flatters my figure."
40a2c1b7e4da323970d7568fbbbf1797,njuo1123,1,These Capris are so comfortable and fit great on me as I am a plus size. They are also nice enough to wear at my office.
8a6639a5bb4f164f41d4652d6ab8c70d,tblc4142,2,"These capris are very comfortable, with just the right amount of spandex for stretch. I love the cute cuff on the bottom. I bought these for vacation to go with the Lime Green Sao Paolo top. Look very cute, and dressier than just a tee and jeans.Love me some Dunner !"
8a6639a5bb4f164f41d4652d6ab8c70d,fwwc3322,3,This top is so comfortable and flattering. I get compliments on how good I look wearing it!
8a6639a5bb4f164f41d4652d6ab8c70d,qtjx3143,0,Comfortable and lightweight material for summer wear. Love the button accent.
8a6639a5bb4f164f41d4652d6ab8c70d,seii1233,0,I was disappointed in the quality upon closer inspection at home.
8a6639a5bb4f164f41d4652d6ab8c70d,arbe4321,1,I love Alfred Dunner pants and capris. These have more room in the hip and thigh area than other brands. I can wear a size 10 instead of a 12 because of this.
8a6639a5bb4f164f41d4652d6ab8c70d,lvbu4322,0,"The color and pattern is so summery, and the shape flatters my figure."
8a6639a5bb4f164f41d4652d6ab8c70d,nqau2443,2,These Capris are so comfortable and fit great on me as I am a plus size. They are also nice enough to wear at my office.
9e6a99f8c18f0f17f7ec23931205245f,uvxg2432,2,"These capris are very comfortable, with just the right amount of spandex for stretch. I love the cute cuff on the bottom. I bought these for vacation to go with the Lime Green Sao Paolo top. Look very cute, and dressier than just a tee and jeans.Love me some Dunner !"
9e6a99f8c18f0f17f7ec23931205245f,nwho1343,3,This top is so comfortable and flattering. I get compliments on how good I look wearing it!
9e6a99f8c18f0f17f7ec23931205245f,vjis2133,1,Comfortable and lightweight material for summer wear. Love the button accent.
9e6a99f8c18f0f17f7ec23931205245f,ipgy2214,1,I was disappointed in the quality upon closer inspection at home.
9e6a99f8c18f0f17f7ec23931205245f,lwmu4211,0,I love Alfred Dunner pants and capris. These have more room in the hip and thigh area than other brands. I can wear a size 10 instead of a 12 because of this.
9e6a99f8c18f0f17f7ec23931205245f,ndkl1344,5,"The color and pattern is so summery, and the shape flatters my figure."
9e6a99f8c18f0f17f7ec23931205245f,zfee4232,2,These Capris are so comfortable and fit great on me as I am a plus size. They are also nice enough to wear at my office.
c5b7ae1349832bdd38a0de291472821f,xqbo2114,2,"These capris are very comfortable, with just the right amount of spandex for stretch. I love the cute cuff on the bottom. I bought these for vacation to go with the Lime Green Sao Paolo top. Look very cute, and dressier than just a tee and jeans.Love me some Dunner !"
c5b7ae1349832bdd38a0de291472821f,dskz4313,2,This top is so comfortable and flattering. I get compliments on how good I look wearing it!
c5b7ae1349832bdd38a0de291472821f,sbke4341,1,Comfortable and lightweight material for summer wear. Love the button accent.
c5b7ae1349832bdd38a0de291472821f,gwtt4413,4,I was disappointed in the quality upon closer inspection at home.
c5b7ae1349832bdd38a0de291472821f,govj2343,1,I love Alfred Dunner pants and capris. These have more room in the hip and thigh area than other brands. I can wear a size 10 instead of a 12 because of this.
c5b7ae1349832bdd38a0de291472821f,yyjm2431,0,"The color and pattern is so summery, and the shape flatters my figure."
c5b7ae1349832bdd38a0de291472821f,hviz1422,3,These Capris are so comfortable and fit great on me as I am a plus size. They are also nice enough to wear at my office.
36f3fd5978ed6e8a87908a942bab3777,vijp2233,2,This is beautiful. It fit fantastic and flatters my curves. Highly recommend.
36f3fd5978ed6e8a87908a942bab3777,uorj1244,3,Purchased this dress for my daughter who is a size 8 its very pretty and flattering for the figure
fe031e524ec46b8654c581b11d9bffc1,rqdq2122,0,I purchased this dress for my bridal shower and it is perfect. I love the color and cut. Very flattering.
0e4defab33c9938ea1d39db83ace7ed3,eanc1432,1,"I love this dress! At first, I wasnt sure about the nude lining, which you can see, through the lace. But its perfect! Fits well and flows great. Ill be wearing it to a wedding at the shore in August. Couldnt have asked for a better dress."
0e4defab33c9938ea1d39db83ace7ed3,mnvj2132,1,The dress fits perfectly and looks as it was pictured. I love the color of the lace with the beige underlay. I plan to wear it to my granddaughters wedding with beige lace flats and carry a beige half sweater in case I need something on my arms. Love it!!!
0e4defab33c9938ea1d39db83ace7ed3,wpfi3131,1,I purchased this for my daughter to wear under her graduation robe. She love it the moment she tried it on.....
0e4defab33c9938ea1d39db83ace7ed3,jxjc2344,0,"Love the color, love the design, love the feel of the dress. A simply lovely dress."
30fb0695f579914d85ba7ce2a3ed3c19,ftib1141,2,"In love with that dress! This dress is elegant and chic, perfect for work or a cocktail."
8056738ccd769ed459febd2fafe5dc3b,arsr3124,0,Cant wait to wear it for our sons wedding. It fits really well and will be a very comfortable for the days events.
8056738ccd769ed459febd2fafe5dc3b,yqvw3344,1,Very cute dress. nice feel and comfort .I like the Maxi style dress; this dress can be worn in corporate america and to outdoor social events.
8056738ccd769ed459febd2fafe5dc3b,cnca2414,0,"I bought this for my daughter, it is a very pretty, feminine dress. The styling of is so nice, love the chiffon overlay. The pleating on top will help as she is bigger on top. Just love it!"
8056738ccd769ed459febd2fafe5dc3b,jxgf4134,0,"would look good on a younger woman who still has a waist. alas, I have lost mine. If you happen to find it, please return it."
84792abb02bf781ac8171d8360f1e19c,ppth3124,0,"The fabric of this dress is very stiff and scratchy, synthetic (luckily it is lined). The gathers at the waist tend to pouf out because of the stiffness of the fabric. I bought a petite size, but the torso length was too long. Since I liked the dress otherwise, I took the shoulders apart and deepened the seams."
84792abb02bf781ac8171d8360f1e19c,fxry3123,4,Got this dress for summer wear. I am 5 4 and this dress fits me perfect. I usually wear a size 2 but I got the 4P size and this hits right at the knee and has a flattering fit.
84792abb02bf781ac8171d8360f1e19c,oyxq3313,1,The dress is very cute. It runs a little small. I would order the next size up.
84792abb02bf781ac8171d8360f1e19c,rffu4331,1,"I really like this dress. It fits perfectly, and the fab is high quality."
6c2c127f31a8041031cb719d58bebf22,gqtc2131,2,"easy summer dress for work or vacation. Wash, wear and look great"
ef74082305ac60389782f5884b3611af,nrhk4421,3,"easy summer dress for work or vacation. Wash, wear and look great"
bbc47b4cdcb325ec3a8ec87bb9438293,bcba3423,3,"easy summer dress for work or vacation. Wash, wear and look great"
c3d28e645f687d737fa9b3d17764b705,aomy1241,1,"easy summer dress for work or vacation. Wash, wear and look great"
835c3bbfa421381f02f73db30820d34f,rbpj1143,3,"easy summer dress for work or vacation. Wash, wear and look great"
acd0853b5f9e0b169f0466ee80d4e073,xtxl1423,1,"easy summer dress for work or vacation. Wash, wear and look great"
666d93e3a7a161a22ed64ef1f582bf0d,tkap4233,3,"easy summer dress for work or vacation. Wash, wear and look great"
716e79c65da341c8cc2303d8fe8b7c6f,blci3411,2,"easy summer dress for work or vacation. Wash, wear and look great"
f9c292761fb23c61cd18a41bc80a1177,zhxr2223,3,"easy summer dress for work or vacation. Wash, wear and look great"
e3b54a180e329d2f655e39e7a979afa6,rnih1231,0,The fit is great. I love the color and the best part is that it was on clearance!
e3b54a180e329d2f655e39e7a979afa6,sbna2121,1,I had several compliments on this dress. Love it. good fit and nice colors.
e3b54a180e329d2f655e39e7a979afa6,cnte1142,3,"The fabric feels like a polyester tablecloth... the color combination is unfortunately, not very flattering, so I returned this dress."
e3b54a180e329d2f655e39e7a979afa6,qefp4333,0,I loved the style of this dress but the fit was too small. Other dresses in the same size and style fit more TTS. This ran small. Also isnt lined on the bottom half of the dress which was disappointing.
e3b54a180e329d2f655e39e7a979afa6,cmdv2141,2,This dress was a breath of fresh air and a welcoming to Spring. This is the best fitting dress I have purchased in a long time.
e3b54a180e329d2f655e39e7a979afa6,feoj3442,1,This is my church dress or out with my husband. Love the versatility.
e3b54a180e329d2f655e39e7a979afa6,rsxc4131,2,"I love this dress. It is comfortable, lovely, and appropriate for the office or going out on the town."
8d1c34fc14500c7113c9b8c82f949814,igqu1322,2,The fit is great. I love the color and the best part is that it was on clearance!
8d1c34fc14500c7113c9b8c82f949814,hhfg4114,4,I had several compliments on this dress. Love it. good fit and nice colors.
8d1c34fc14500c7113c9b8c82f949814,gkns2333,1,"The fabric feels like a polyester tablecloth... the color combination is unfortunately, not very flattering, so I returned this dress."
8d1c34fc14500c7113c9b8c82f949814,ctkf3113,1,I loved the style of this dress but the fit was too small. Other dresses in the same size and style fit more TTS. This ran small. Also isnt lined on the bottom half of the dress which was disappointing.
8d1c34fc14500c7113c9b8c82f949814,xsct4441,4,This dress was a breath of fresh air and a welcoming to Spring. This is the best fitting dress I have purchased in a long time.
8d1c34fc14500c7113c9b8c82f949814,ivfy2111,1,This is my church dress or out with my husband. Love the versatility.
8d1c34fc14500c7113c9b8c82f949814,tkda4224,0,"I love this dress. It is comfortable, lovely, and appropriate for the office or going out on the town."
fcad39742256bf1e3bbb71d347155f55,dbwf4144,2,Love the colors and how it fits! The fabric was better than I thought.
bd9e286340e9edf23465b7337602ff75,edds3444,0,Love the colors and how it fits! The fabric was better than I thought.
0d5e3ea4829b4b3020a7e207a16b86a3,mube2131,2,Love the colors and how it fits! The fabric was better than I thought.
db4517bd1b163f8d3b74a9ed31f1e729,gyoa1443,1,Love the colors and how it fits! The fabric was better than I thought.
66196669114799e6c14af90e3ad90383,xbni3212,1,Love the colors and how it fits! The fabric was better than I thought.
5e875ccc177cd67dfbf4ab67ce885423,xllf2432,2,Love the colors and how it fits! The fabric was better than I thought.
703ef6354e20ac474abcbc2bae0992e0,wnyh1112,3,Love the colors and how it fits! The fabric was better than I thought.
170062a9735ce152d16674303ee1adc5,hyhy1222,3,Love the colors and how it fits! The fabric was better than I thought.
962e6fd084c0777f04e1a1136944bc65,rlvt1312,2,Love the colors and how it fits! The fabric was better than I thought.
15e0ab0273b9ab3b68af05c07d78e90f,hogy4313,1,Love the colors and how it fits! The fabric was better than I thought.
1d448fa0665ae1b17590810eb087fb1b,aujx2111,1,The style and fit are perfect. The colors are much more vibrant than shown. I love the light weight fabric which will be perfect for summer weather.
1d448fa0665ae1b17590810eb087fb1b,nopb1113,1,This dress looks really cute. The fabric is not comfortable at all. It has bumps in it with the design. Plus the dress doesnt look good on an older woman. It must be worn by someone in their 20s or younger.
4703811451655ba1e298953ac2e1a098,amzf3121,1,The style and fit are perfect. The colors are much more vibrant than shown. I love the light weight fabric which will be perfect for summer weather.
4703811451655ba1e298953ac2e1a098,jqia2244,1,This dress looks really cute. The fabric is not comfortable at all. It has bumps in it with the design. Plus the dress doesnt look good on an older woman. It must be worn by someone in their 20s or younger.
ab377f6655909713cf6c516a77a4473a,lbid3111,2,"I was so happy to see the beautiful colors and fabric of this dress when I opened the box from my online purchase....but alas, it wouldnt even come close to zipping up! Very strange, as every other dress Ive ordered by Danny & Nicole has been true to size. Word to the wise: order one size up...but do order, because its a gorgeous dress!"
e6d507d37586b24d789006129520d78e,gnpy3324,4,Perfect for everyday wear to work. Love it. Able to dress down and dress up.
e6d507d37586b24d789006129520d78e,jpvv4442,1,I received many compliments wearing this dress. It fit well and was very flattering. Washes well in cold water - low fluff in dryer and back on the hanger. No Muss - No Fuss. Im downsizing and (4 sizes - so far) I can always count on Danny and Nicole fashions to fit me well even as I transition out of plus sizes forever!!!!
